infl_id,infl_pos,infl_person,infl_plurality,infl_tense,infl_type,infl_variant,infl_stem_id,infl_voice,infl_mood,ending,concat-grammar-info
1028,V,3,P,PRES,6,2,1,ACTIVE,IND,unt,3-P-PRES
1029,V,1,S,IMPF,6,2,1,ACTIVE,IND,ebam,1-S-IMPF
1030,V,2,S,IMPF,6,2,1,ACTIVE,IND,ebas,2-S-IMPF
1031,V,3,S,IMPF,6,2,1,ACTIVE,IND,ebat,3-S-IMPF
1032,V,1,P,IMPF,6,2,1,ACTIVE,IND,ebamus,1-P-IMPF
1033,V,2,P,IMPF,6,2,1,ACTIVE,IND,ebatis,2-P-IMPF
1034,V,3,P,IMPF,6,2,1,ACTIVE,IND,ebant,3-P-IMPF
1035,V,1,S,FUT,6,2,1,ACTIVE,IND,am,1-S-FUT
1036,V,2,S,FUT,6,2,1,ACTIVE,IND,es,2-S-FUT
1037,V,3,S,FUT,6,2,1,ACTIVE,IND,et,3-S-FUT
1038,V,1,P,FUT,6,2,1,ACTIVE,IND,emus,1-P-FUT
1039,V,2,P,FUT,6,2,1,ACTIVE,IND,etis,2-P-FUT
1040,V,3,P,FUT,6,2,1,ACTIVE,IND,ent,3-P-FUT
053,V,2,S,PRES,6,2,1,ACTIVE,IMP,i,2-S-PRES
1054,V,2,P,PRES,6,2,1,ACTIVE,IMP,ite,2-P-PRES
1055,V,2,S,FUT,6,2,1,ACTIVE,IMP,ito,2-S-FUT
1056,V,3,S,FUT,6,2,1,ACTIVE,IMP,ito,3-S-FUT
1057,V,2,P,FUT,6,2,1,ACTIVE,IMP,itote,2-P-FUT
1058,V,3,P,FUT,6,2,1,ACTIVE,IMP,unto,3-P-FUT
1059,V,0,X,PRES,6,2,2,ACTIVE,INF,le,0-X-PRES
1060,V,0,X,PERF,6,2,3,ACTIVE,INF,isse,0-X-PERF
